ID|NAME|CITY|ZIPCODE|BBAN|LOCALE|BANK_COUNTRY|IBAN|COUNTRY_CALLING_CODE|MSISDN|PHONE_NUMBER|PYFLOAT|ANDROID_PLATFORM_TOKEN
352143|Makayla Grant|North Matthew|44079|KPLV16714492176475|or_IN|GB|GB94BUYD87028182811496|+371|9247651778950|324-073-7938|736.197246156184|Android 3.2.6
973698|Christina Martin|Johnsonshire|21686|CSQL38951689575129|ti_ER|GB|GB16NVGD63014958057739|+972|2769523822520|001-388-988-6030x08768|625632.876465315|Android 3.2.1
716968|Angela Rivera|Bethstad|36240|VRMK36766910988936|niu_NU|GB|GB66TJRJ66576456813088|+672 3|6871915988858|228.382.1624x556|-45917536795906.6|Android 2.1
444862|Andrew Diaz|Lake Nathan|37384|DIIR70689621198090|szl_PL|GB|GB33DYSE50524198511688|+599 3|2552442828353|789.746.4652|-4668056119.68|Android 3.1
759152|Kendra Brown|West Michaelfort|27887|PTCM40726198224777|mk_MK|GB|GB85TQPQ46624220533891|+244|1263538230084|(250)917-4610x720|53967480.7984346|Android 3.1
696864|Katherine Roy|Port Timothyshire|67421|DUHW36170189168479|pt_PT|GB|GB03UPAS07705117959358|+239|8903404874489|841.087.1576x277|-583626789124.243|Android 4.1.1
161821|Susan Hawkins|Lewishaven|56499|WJPN26261886487717|nr_ZA|GB|GB83WFBD09312413691804|+598|2311287925918|+1-334-472-1543x040|-0.55316162897049|Android 8.0.0
277554|David Reid|Dixonshire|44675|MTXO27985247191810|sw_KE|GB|GB75GGWQ42958858022385|+262 639|8863617069861|398-687-5932x8308|-68307653.9789967|Android 3.0
271648|Andrew Rivera|Wilsonstad|59135|XLAW89196452772916|cs_CZ|GB|GB78UUIG66701932506084|+52|9123906101147|+1-464-011-9244x07763|9899.64665606483|Android 4.3.1
380861|Jonathan Watkins|Frenchland|05750|URNJ75599580984054|ar_IQ|GB|GB84GOOA52094230962445|+58|3197879707609|332-718-5231|120736299557.133|Android 1.0
186946|Melissa Hull|Aguilarland|73559|ZBFP08792071863824|da_DK|GB|GB83PUNU08777048295527|+881 1|3365694137738|+1-074-961-8987x492|-13.1777716240651|Android 3.1
601024|Jacob Smith|Michelleton|89321|QIAB34380447155576|fy_DE|GB|GB41CODC41065620967218|+41|3797133967447|(131)132-0611x04230|1253.56275470669|Android 3.2.5
509822|Maurice Ferguson|West Kayleeburgh|65528|SEJK53407044649705|dz_BT|GB|GB35ZXLR20246936169748|+94|1079388756932|+1-272-572-8787x61834|88214495753468.3|Android 3.2.3
977775|John Larson|Jamesmouth|62038|SRTL13666474421210|ar_AE|GB|GB27LEKF38141323238890|+44 7839|4552872815903|411-516-7603x67060|-390106.187361593|Android 5.0.1
654131|Joann Oconnor|Deanshire|43762|NSEC66993999624628|et_EE|GB|GB75LJQA91777042465130|+357|8902574161669|493.127.4661x3782|0.47132634900413|Android 8.0.0
281645|Aaron Miller|Ariasland|30996|MHPX06795269727414|sr_ME|GB|GB48ZVKQ63366670577383|+357|1685177919304|410.696.3866x804|22905639396484.8|Android 2.2.2
488518|Steven West|Bakerfort|39252|OUXY54821950131073|shs_CA|GB|GB49KTQE96510225850151|+372|7675344037081|(386)812-0431x8137|32.4774915179439|Android 1.5
312158|Kayla Holmes|Lake Cristian|54883|MAYN21455733584686|el_CY|GB|GB94IYAV37537238951306|+297|8631275408090|(234)286-2139x931|5.50364630807954|Android 2.0.1
922166|Austin Ramos|New Dianeton|90061|KKRR99748038726588|nso_ZA|GB|GB56LXGJ69005295870752|+383|4651506615944|(601)858-2707|-533698.997674762|Android 7.0
285251|Travis Wood|Stewarthaven|19122|EMHP72607823127255|lzh_TW|GB|GB38OIEH05344036550019|+62|1046089808980|(727)835-6532x3205|3735180.93006227|Android 9
467488|Taylor Day|South Jonathanland|75904|OSJW04098855578229|es_NI|GB|GB20EMBJ54953300189840|+1 264|1937888163552|(257)144-5703x8743|-828.824832239946|Android 8.0.0
679302|Hannah Ruiz|Margarethaven|13792|JJHD45472285004281|kk_KZ|GB|GB32WDUT62355507719144|+1 869|4213092841336|738.852.3813|603061877.739905|Android 2.2.3
736166|Craig Anderson|North Jenniferberg|58808|AXXL98597172010647|ne_NP|GB|GB14AAHP80786489795755|+1 758|9393382596776|001-475-035-1450x86556|-733920950.608478|Android 2.0.1
157670|Jessica Blankenship|West Andrewtown|73708|TDZD68232162268670|ber_DZ|GB|GB27MGQI42162415592543|+599 9|0530541065161|(900)908-6882x025|97057.19328648|Android 4.0.4
552666|Mike Park|East Kelly|80952|XFZY72436537807899|fo_FO|GB|GB35PTXS68642083688103|+880|8236987682532|(717)293-7405x7930|-70810193497834.6|Android 6.0.1
500530|Christine Craig|Moodyland|27618|JBDX02434595390328|en_ZW|GB|GB05NWSN02079311908307|+44 7911|7081966803403|+1-083-623-8280x148|-1598952.49036512|Android 2.0
541515|Natasha Lopez|North Michael|50073|NKQK41712464834017|shs_CA|GB|GB92FXYH89243624729822|+881 0|4837133787058|+1-656-370-6678|5504524.71683736|Android 4.0.3
511470|Kent Johnson|East Amyfort|35149|FGCB25451545019648|brx_IN|GB|GB25KNEB63348458571393|+244|3666084497507|(753)840-1067x780|-8565.52102145524|Android 9
973075|Adam George|Ashleyville|12919|ORBF19684419866686|ber_MA|GB|GB62UYHI40401784348420|+974|7818287688024|033-321-8049x0302|-1921621993.73207|Android 4.1.2
980043|Anna Roberts|New Carl|56712|SIAT94294290551717|sk_SK|GB|GB93ESXT01730835192458|+995|7441936785297|017-135-8660x945|-981915558.64428|Android 3.2.3
904075|David Warner|Jonesport|82232|MPAP46845151884413|zu_ZA|GB|GB42KVIY93739680802163|+599 7|4048812904324|(833)224-6952|-569.415301305146|Android 4.0
644355|Jessica Vasquez|Port Tarabury|42522|HVDE43597677848759|fur_IT|GB|GB58RSHZ68471763943912|+65|5937354053103|001-775-991-1738x484|9258635040.25992|Android 4.0.3
803389|Cassandra Mitchell|North Lindsay|96972|BRAQ74206616671666|shs_CA|GB|GB48FRHU39571730919334|+376|5233186182919|(597)277-6750|2576930.55607087|Android 2.0.1
396603|Billy Williamson|Nicholasview|29976|YZHG87203795186481|unm_US|GB|GB69NAYC09147194065824|+800|2759352429185|474-419-5010x42180|-3596221.6708566|Android 11
772611|Lisa Brown DVM|South Stephanie|08757|OSDE94522694767965|ss_ZA|GB|GB22YIUY15426910390042|+853|7058492112873|(898)865-5430x980|9531007282520.75|Android 5.0.1
532259|Wendy Hernandez|Mccoymouth|15547|TDCD11917050778682|yo_NG|GB|GB46UCIB64132950132115|+962|7751237414007|723-692-7447|-679445980588.97|Android 3.2.3
303751|Sherry Mcdowell|North Jennifer|21164|JRHW24163409764054|ik_CA|GB|GB94IWCG82919921087768|+881 8|1556271946497|719-155-2142x42967|-648550.78058661|Android 3.2.5
302016|Mark Perry MD|West Dawn|87588|FKBW22456515971216|hi_IN|GB|GB16SNHB74285491544423|+1 264|6547577496797|001-314-187-9665x7762|-2242553765356.46|Android 3.2
121248|Christopher Lee|New Peter|33020|POAH47862960490258|tig_ER|GB|GB90ZUEV49011811100301|+596|0810530810378|227.010.2438|641732285342.848|Android 4.0.1
221837|Lynn Ward|Santosshire|39302|CHMY18021113483321|my_MM|GB|GB41DEGH22858557984110|+92|4032115498416|664.725.1770x518|-360461718234.69|Android 3.1
898828|Stephen Davis|New Kim|25589|GYUA09680083060900|tk_TM|GB|GB53UOCN95904556398580|+682|1134078313772|121.908.5719x7572|94.4521513354252|Android 10
588068|Mrs. Isabel Rivera|West William|23027|TSJN80124548237989|yue_HK|GB|GB04LGAM64471922465016|+36|4665577017798|001-793-726-0788|466.37999877464|Android 4.0.1
401889|Allison Long|West Crystal|24829|BTSM77058632051242|li_NL|GB|GB24CUAP31334041401756|+238|3893690898745|015.292.0016|33047210766.2743|Android 4.4.4
988564|William Johnson|Port Larryside|73263|HIPU93564287262437|mag_IN|GB|GB81JQKX92382609099086|+970|4217627825448|+1-530-305-0370x6290|-708.869998206939|Android 7.1
959812|Benjamin Johnson|South Dana|90811|MIFA45225514471466|eu_FR|GB|GB46HGIW32448787725730|+39|0046595411491|001-895-222-2395|-9186291.77632055|Android 2.3.5
898560|Savannah Martinez|Dianaland|72225|UOZI07784275709323|bs_BA|GB|GB27ABBR83867062126293|+883|2658032549415|(787)305-4670|-6667806444.46665|Android 2.3.1
230373|Ashley Bailey|North Michaelberg|79184|BNGG57763306504327|mni_IN|GB|GB34ENIZ20292385351231|+976|4368554653593|(511)118-0752|-56378.5208359237|Android 4.1.2
761165|Brenda Boyd|South Laurafurt|05264|OPKG00243640854689|ak_GH|GB|GB40MVTL00042421925186|+291|6698883757291|+1-132-411-6693x63543|-907177.360228244|Android 2.3.3
706717|Frank Oneal|Joshuafort|36909|MGDK08102076677565|sc_IT|GB|GB33HUWS33932669133398|+226|7624472740973|949-757-1828x4552|6621222.26507369|Android 4.4.3
353877|Charles Howard|Lake Leeburgh|27089|TPXG17652523864828|niu_NU|GB|GB05RPNE12792331797910|+994|0887547797645|645-139-7461x98628|68413068627018.2|Android 4.4.3
501082|Kayla Jones|New Katherine|10572|EWIV70331191603374|br_FR|GB|GB67BFEF14937150461266|+1|7475679994581|001-066-932-9160x8895|-732.693849211032|Android 1.5
795032|Nicholas Greene|New Christopher|55816|DQGV14616729617835|unm_US|GB|GB07KGWO39561509799893|+374 47|3412258274391|8799958872|6705516436236.6|Android 4.1.2
791271|Marvin Kennedy|Johnnyside|12437|EHUO50875005621134|si_LK|GB|GB28BHNT13223564120267|+98|6438490109745|+1-440-578-2753x56493|-7492.28043776734|Android 5.0
822116|Mrs. Rebecca Sullivan DVM|Stephaniemouth|75300|NEOT60426990733181|ru_UA|GB|GB24LSYK91738209365299|+233|3838119416981|776.730.8791|-38.4663985300618|Android 7.0
505170|Dennis English|Reedborough|52800|JCFE32639412526416|sat_IN|GB|GB26FAJM08110924866114|+679|7638184467075|466-486-7798|-8.45300532256319|Android 3.2.6
271726|Brenda Evans|New Edwardtown|17112|IQEF44117219856533|ka_GE|GB|GB69FIQI73558143323520|+357|0735856758030|446-473-7007|-30232907117.6965|Android 3.2.1
636608|Travis Hill|West Angela|13587|QVRF00135200984069|tl_PH|GB|GB04JXPY04536294846877|+255 24|6526059584241|+1-184-205-6103x898|170.60540785736|Android 3.2.4
606074|Joseph Cooper|Frankmouth|93160|VBOS43640695475614|ml_IN|GB|GB02AZXO12492256316339|+977|3778374080249|+1-175-152-6193x550|12841.150190935|Android 2.3
668516|Melissa Cameron|Port Amandaville|06747|UFGV66895702847745|ht_HT|GB|GB68RMNP08254520655619|+599 4|0887930019292|+1-442-151-6796x7346|-443994907818.496|Android 7.1.1
536173|David Ward|Matthewshire|36910|EGOT81658158376258|ca_AD|GB|GB77VXWR70821619551065|+31|7497159512421|116-067-8692x997|567725594399.949|Android 4.1.2
262429|Oscar Gross|Millerborough|09570|XUNX08417657575916|ja_JP|GB|GB27HFZV58094204868910|+379|0108287326569|001-352-495-6217x10073|-88270944080.357|Android 8.0.0
940001|Ellen Parker|Stephanieburgh|10090|CZCA52422919323013|tg_TJ|GB|GB56JDJT40878641087779|+590|2412693388618|001-848-740-7548|-38243.4041679903|Android 5.0.1
185805|Michelle Moon|Victorfort|09667|YVMO86161854091474|en_CA|GB|GB47DFKE98781322639205|+977|4079721428824|+1-542-941-4153x914|30.3401923558307|Android 4.4.4
955297|Matthew Smith|Melendezfurt|31497|FXSH68607528859552|mag_IN|GB|GB86ZKKG47534510743680|+222|0433406583742|001-518-792-5226x568|-636209.44010942|Android 2.3.6
635543|Patrick Rojas|Jasonmouth|07419|FSJE39848402854173|ti_ER|GB|GB79MABV68496681924654|+1 670|1279727534052|3417399157|0.18797106893459|Android 4.4.4
908121|Charles Lambert|Parsonstown|15364|RCID77764647471774|pa_IN|GB|GB13WHFL42443078372145|+680|0894616567029|780-606-5686x9616|87.3764025976179|Android 2.2
753834|Michelle Trevino|Tuckerland|60550|ZOHX34084189254462|nn_NO|GB|GB87ESXC51148846640265|+686|0869441400538|(196)209-6986|92186938499469.8|Android 4.0.3
503247|David Bright|Shawnaland|41728|LMWC87384443146296|sat_IN|GB|GB17HRYQ13568463053836|+212|4209111027723|7910759926|-75.4779859781973|Android 3.2.3
277678|Matthew Martin|Christopherport|21555|KLAA45457239549602|fo_FO|GB|GB77VDSK45616171061911|+1 671|9570702074867|(712)208-9779x23908|-7943033265979.2|Android 3.2.5
587731|Joshua Williams|Port Kristentown|40782|OXBL52456411911601|ckb_IQ|GB|GB79FKOD52243548469779|+506|9877683251508|+1-456-449-2635|88865.5359351999|Android 5.0.1
287297|Joshua Greer|Villatown|92885|UINC85144306902906|doi_IN|GB|GB61YQVY30226740328493|+221|0725488913125|495.924.3273|10470819.7114843|Android 2.3.5
458115|Alison Jackson|Grayfort|21495|MTIQ86662424025756|ml_IN|GB|GB70LNCA31098917821661|+44 28|7250905737491|001-989-520-6225x4241|3873643984.22583|Android 1.5
634603|Ian Santiago|Christopherville|69822|TWKK67067754040546|kok_IN|GB|GB91SCLJ59298694743265|+882|4220834966297|024.506.2345|368.379241798603|Android 2.3
503728|Justin Suarez|Port Stephaniemouth|44227|NLXG87292490605914|br_FR|GB|GB17FAMA20833306260128|+53|8596885587465|(673)271-3378x960|46.5460647023724|Android 8.1.0
758088|Christopher Montgomery|Taylorburgh|89600|CYKN56000863955365|hr_HR|GB|GB27NGGA34207782045774|+1 808|6499918842198|(855)473-2429x2631|449072842057.905|Android 2.2
373716|Vanessa Miller MD|West Nancyfort|19403|JJPT22502279366493|ku_TR|GB|GB72GHKD69931170577076|+266|8316853239969|+1-135-770-1004x1179|261600614981.588|Android 4.0.4
370791|Justin Nguyen|Thomasville|45467|KCPH58798691478957|mai_IN|GB|GB70FAXZ45794946910524|+672 3|0759488257435|(023)586-1969x059|-5959292.16467744|Android 4.0.4
470398|Ms. Mary Cantu|South Jaredfort|80376|DENW63949409423299|ia_FR|GB|GB21ZQBQ39692288021358|+44 28|9612535419329|001-488-880-4747|-37468035556.833|Android 3.0
401260|Todd Martin|North Davidburgh|57261|WQSC96377241937081|th_TH|GB|GB95ZIBH60068077296659|+1 869|5232320946828|808-966-3771x510|433.38959416463|Android 5.1
832562|Kimberly Mercer|North Petermouth|28127|MRGY90230089126993|af_ZA|GB|GB15EJYL29548897724170|+963|8631233951101|7750061914|33.849892994706|Android 4.2
167645|Emily Solis|Lake Angela|50318|ROMD88598244080534|ts_ZA|GB|GB97SCZC61804794298766|+61 89162|5226291361788|001-737-426-9308x8297|-4.5710208225952|Android 9
578059|Lindsay Cole|Lake Ellenfurt|70904|KCHM76468936196187|nb_NO|GB|GB76WTVX13646054991392|+680|4428618155679|+1-587-253-4506x8619|687.52898238113|Android 3.2.1
661195|Daniel Phillips|Watsonville|60855|MHFJ88226446211889|ce_RU|GB|GB54GCUW32039517513570|+691|5005410396110|(140)971-8254x9826|-869732.21907643|Android 4.0.2
939812|John Smith|Tylerborough|83299|BUJX53700797081923|te_IN|GB|GB23EHNX02426677039713|+678|9270438496555|816.990.7346x968|-229722239182.627|Android 7.1.1
928570|Susan Smith|Petersonville|71179|GWJM62664692062030|ti_ET|GB|GB65PCIP69203034659707|+1|4018823330312|+1-050-477-2701x5697|-817.178502737825|Android 4.3.1
486093|Austin Blackwell|Melissaburgh|53681|GJUO84641861652262|hu_HU|GB|GB82VLOD35301218208536|+967|3162751984600|955-161-9783x52159|17646.1101648199|Android 4.0.3
295959|Christina Hernandez|Davidfort|52592|OYJB62973497341745|niu_NU|GB|GB96BXZS64109499802307|+44 7911|9668174080954|001-981-827-6715x5091|5718.26909143777|Android 7.1
743040|Lisa Stone|New Candiceshire|66182|UUJB68058779068494|doi_IN|GB|GB93STKA99690764992563|+290|2875475340061|(824)225-5007|-54058009.2554493|Android 6.0
486059|Samuel Marshall|Nguyenville|43267|IXMB79163264650111|hne_IN|GB|GB42EQPU16798780143047|+979|0384445759168|(253)088-8645|676372.218204761|Android 4.4.2
893495|James Hill|Johnmouth|57328|EBKN58131687670629|tig_ER|GB|GB92DTFL29473512036138|+882 16|0932206976101|492-571-5993|-1.10717714398277|Android 2.3.7
771557|David Smith|Lake Dylan|65083|BVKJ63498476616306|wo_SN|GB|GB17YXUN01940760617020|+590|8334386798884|3061695352|336232.944080378|Android 2.3.7
477029|Amanda Davis|Samuelville|28314|OBFI21588106575394|kk_KZ|GB|GB78PYNX17143506554102|+262|6739298285762|+1-034-149-6869x90661|-95.8934395394387|Android 2.2.1
151946|Laura Brown|East Melaniemouth|34586|GRMB16785007253207|ayc_PE|GB|GB49FFBR08929769933587|+32|4890492163746|+1-193-291-3273x80913|697629.74394389|Android 4.3.1
630949|Alexandria Turner|Baileyside|04906|LSEG10823907110047|fy_NL|GB|GB51KNJW60660045016616|+878|9076807893870|001-124-828-3222x6740|75.5586282772286|Android 3.2.5
314874|Angela Olson|New Ruthside|86972|EEAV84013657847276|tt_RU|GB|GB19XFDN76202860772603|+599 4|0659493895995|887-673-7756|-298722152519.459|Android 2.3.2
502279|Anne Newman|Lake Johnville|96779|ODTU57029455384920|apn_IN|GB|GB67GEXD03101301397127|+960|9756572135933|001-827-262-9174x90041|41.363156627746|Android 2.2.2
211422|Jaime Phillips|New Paul|30946|IDDI54850453589091|quz_PE|GB|GB89HHGV28023466914037|+27|9051279053665|(726)105-3738x03686|38709169.1882309|Android 6.0
313590|Janice Sullivan|North Sara|97159|KQCA05358575874161|et_EE|GB|GB97BCIB16323929993327|+595|6659203319251|+1-376-260-7452x63691|8.97247883937736|Android 2.2.3
626764|Gina Ortega|East Todd|44483|JJXG83140901174758|iw_IL|GB|GB41PCOO74157590149482|+374 47|3796418373212|085.385.0685|8264015790.95|Android 4.4.2
262291|Amy Clark|Powersview|28506|XIDY67175495126066|lij_IT|GB|GB32CKWR28367133574795|+239|4207952427204|(913)214-4436x80941|-11.131335941355|Android 4.0.2
129196|Christian Herman|Fieldsfurt|16242|TZGQ52194332623470|ru_UA|GB|GB49TAKP77494855833712|+1 849|2758025163481|+1-401-280-0048|-70349161.5366317|Android 4.3.1
758783|Haley Phillips|Lake Tylerville|54173|WEXY67025085473442|lzh_TW|GB|GB70LSIG56085387503743|+234|2276217419037|429.125.5591x90024|8059967073.19048|Android 5.1.1
617035|Christopher Young|Chelseaborough|22713|SZSU19681609978894|ik_CA|GB|GB55IHVY01325107080353|+960|7774691691912|353-402-2301|-817.987828400298|Android 7.0
128445|Bailey Jackson|Lauramouth|82377|OIAT16644392650136|mag_IN|GB|GB64AOZY73120780898042|+227|5524328301259|(838)639-4872|-91330562.9532458|Android 2.3.1
439465|Jonathan Bates|South Lisaburgh|35953|WYHM21875388695800|ce_RU|GB|GB10JUJO04333884116551|+255 24|0170603392856|991.668.6491x6266|591305068.7885|Android 6.0
822063|Grant Moore|Paulmouth|67992|HZOU77557284227390|es_SV|GB|GB87FRUY26054946608067|+992|6833553780213|(945)226-3765|-48249414001959.9|Android 7.1.2
909438|Karen Schaefer|South Douglas|87695|PYSS33855026990537|lo_LA|GB|GB31RDZC32167325642035|+673|2988759835802|921.292.8132|-95439235.6200587|Android 2.0
931065|Justin Roberts|North Johnview|95067|HAQT66654219261992|ff_SN|GB|GB76XRNV80565891932529|+1 767|5190183431936|667.364.4914x3031|-95997.4666654839|Android 2.0.1
483496|Jonathan Jackson|Christinastad|13973|QKOY64219840866846|lb_LU|GB|GB66MEIO74391814059684|+692|0481714404283|001-705-845-1425x7608|4087499663.95243|Android 4.1.1
820167|Corey Garrett|Rachelton|66453|AOQE53659655936199|pa_PK|GB|GB09YVNQ75114987097522|+255 24|3729821856964|779-865-5977x7443|985977.6050389|Android 1.0
800611|Benjamin Thompson|Port Jacqueline|86434|DFKT45199917768133|ce_RU|GB|GB35IIOS28868438313751|+870|7908443507174|+1-059-688-9368x57349|12.1746410849081|Android 5.1.1
305917|Jeff Bishop|South Ravenhaven|66356|QDBQ55834627850927|am_ET|GB|GB56FYYX53722036139417|+231|6668923280790|499.441.5073|41999604543.2542|Android 4.0.2
848669|Jenna Harrington|Charlenefort|63812|KHJC20990035480443|bs_BA|GB|GB84XVRY50945639654048|+681|8476634663418|001-728-718-6543|-37.2510777173405|Android 4.4.3
523069|Tonya Johnson|West Cassandra|81344|OOLM21112541608390|cs_CZ|GB|GB48TAWE67125027404535|+211|9813259532651|1478139377|996346336712.905|Android 4.0.1
680548|Alexander Torres|Alexisburgh|91338|HQBR15759819057265|tn_ZA|GB|GB55AFNY02775697654738|+883|4269014419325|707-996-0496x21201|-1.90692594529872|Android 1.0
379550|Susan Thompson|Vargasfort|11104|CCAN46418675470885|fy_NL|GB|GB81SSNT08381346911026|+232|4984736266378|961-193-5191x4876|38.7616920861302|Android 4.0.1
210172|Brandy Ellis|West Carrie|75132|MTTD69840482228778|so_ET|GB|GB20LFPQ96283743461466|+262 269|5082362152696|415-113-3631x3020|-6811200.84518544|Android 2.3
352861|Roy Hopkins|Lake Margaret|48467|WULB46149613240466|bo_CN|GB|GB62XUGG17748102288785|+370|4705382698511|996-819-0296x875|-66.8053325237739|Android 4.0
414983|Sara Fowler|Floresville|27619|CWPG09417333648366|sat_IN|GB|GB68MEBB82113007132934|+692|4538206252737|073-360-1454|50.5766027815172|Android 4.3.1
194666|Amanda Reed|Medinahaven|29774|QPRZ85948728173962|en_ZW|GB|GB83JZIU90015182231861|+596|8225542951102|846.362.7086|856.98801181076|Android 3.2.3
616454|Victoria Phillips MD|North Andrewport|46590|FPCM65794666666028|pl_PL|GB|GB82UQXX71922517223380|+81|5289543291682|284.096.2961x7768|-97540306571.1101|Android 2.3.1
494150|Robert Irwin|Lindseyside|93243|XINH64332149300154|hr_HR|GB|GB90UXFK22746205423733|+970|3885724033378|001-553-682-4277x082|-740520757.990074|Android 3.1
972365|Monique Spencer|East Carolberg|21339|ORJU92460828664307|ce_RU|GB|GB04SUUR45654581284687|+44 1624|2477984415113|+1-811-554-9785|2.38295827077847|Android 2.3.2
228815|Amy Freeman|Lake Michelleside|84540|GBHD93359503824829|gv_GB|GB|GB93TPCA88322023545582|+962|4511112170745|+1-883-217-2873x374|-5754062.58650964|Android 4.0.4
233264|Jerry Marsh|New Michael|40393|JJFC04221119824385|iu_CA|GB|GB32YGOD87427395895332|+881 6|1400651124575|001-322-952-4735x853|-737216.597768962|Android 2.3
487797|Jordan Orr|North Howardfort|90884|XRGG26453034877936|tcy_IN|GB|GB92VFPG45713211250513|+886|6276973883619|390-258-5597x524|-49514309762229.5|Android 4.2
